unitid,name,2013_program_name,Web_address,city,state,control,Institutional Classification,Student Access and Earnings Classification,Research Activity Designation,Award Level Focus,Academic Mix,Graduate Academic Program Mix,Size,Campus Setting,Highest Degree Awarded,Community Engagement,Leadership for Public Purpose,best_guess_inventory_url,best_guess_inventory_reason,url_tag,alt_candidate_urls,any_control_found,struct_hits_union,>0_struct_hits_found,program_title_count,program_titles_found,pdf_hits,total_controls_found,controls_sufficiency,status,error_detail,college_vine_site,college_vine_url,college_vine_ctrl_status,college_vine_program_title_count,college_vine_program_titles_found,afri_matches,ethnic_matches,black_matches,race_matches,anthropology,math,linguistics,chem,architect,economics,psychology,sociology,history,english,political_science,philosophy,computer_science,engineering,physics,geology,statistics,neuroscience
190512,CUNY Bernard M Baruch College,Black and Latin Studies Department,www.baruch.cuny.edu/,New York,New York,Public,Special Focus: Business,"Opportunity Colleges and Universities-Higher Access, Higher Earnings",Research Colleges and Universities,Undergraduate/Graduate-Master's,Special Focus: Business,Special Focus: Business,Large,Primarily non-residential,Master's,Not Classified,Not Classified,https://www.baruch.cuny.edu/welcome-to-baruch/,score=114;tier=other;hubSig=0;listingLinks=0;slugDiv=0;structHits=7;ctrlStructured=1;canonicalHub=0;flags=,403_forbidden_seen,http://www.baruch.cuny.edu/wsas/academics/writer_in_residence/|https://www.baruch.cuny.edu/site-map/|https://www.baruch.cuny.edu/azindex.html|https://www.baruch.cuny.edu/index-a-z/|https://www.baruch.cuny.edu/academic-degree-programs/,1,BA|BS|bachelor|degrees|majors|minors|programs,1,2,Black|Black and Latino Studies,,13,sufficient majors,ok,,0,https://www.collegevine.com/schools/hub/all/d/cuny-bernard-m-baruch-college/majors,cv_unresolved,0,,,,Black|Blackboard|black-box,,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0
190549,CUNY Brooklyn College,Africana Studies Department,www.brooklyn.edu/,Brooklyn,New York,Public,Mixed Undergraduate/Graduate-Master's Large/Medium,"Higher Access, Medium Earnings",Research Colleges and Universities,Undergraduate/Graduate-Master's,Mixed,Professions-focused,Medium,"Mostly full-time, not residential",Master's,Not Classified,Not Classified,https://www.brooklyn.edu/academics/undergraduate-advisers/,score=687;tier=other;hubSig=6;listingLinks=80;slugDiv=73;structHits=5;ctrlStructured=13;canonicalHub=0;flags=,exceptions_seen,https://www.brooklyn.edu/academics/programs/childhood-teacher-1to6-ba/|https://www.brooklyn.edu/academics/departments/|https://www.brooklyn.edu/academics/programs/childhood-teacher-1to6-bilingual-ba/|https://www.brooklyn.edu/academics/programs/business-administration-bba/|https://www.brooklyn.edu/academics/programs/?degree_level=Undergraduate,1,BA|BS|bachelor|degrees|majors|minors|programs,1,6,"Africana Studies|Africana Studies 3140|Africana Studies 3337|Africana Studies Department|Africana Studies, B.A.|Africana Studies, B.A. Career Map (PDF)",,13,sufficient majors,ok,,1,https://www.collegevine.com/schools/hub/all/d/cuny-brooklyn-college/majors,passed_ctrl_thresh,2,"African-American/Black Studies|Ethnic, Cultural Minority, and Gender Studies, Other",Africa|African|Africana|africana,ethnic,Black,race|racial,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0
190567,CUNY City College,Black Studies Program,www.ccny.cuny.edu/,New York,New York,Public,Mixed Undergraduate/Graduate-Doctorate Medium,"Higher Access, Medium Earnings",Research 2: High Research Spending and Doctorate Production,Undergraduate/Graduate-Doctorate,Mixed,Professions-focused,Medium,Primarily non-residential,Doctorate,Not Classified,Not Classified,https://www.ccny.cuny.edu/academics/areas-of-study,score=330;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=3;ctrlStructured=15;canonicalHub=0;flags=,exceptions_seen,https://www.ccny.cuny.edu/mathed/programs_graduate|https://www.ccny.cuny.edu/academicaffairs/articulation-agreements|https://www.ccny.cuny.edu/research/undergraduate-research|https://www.ccny.cuny.edu/registrar/academic-info|https://www.ccny.cuny.edu/registrar/dual-majors-and-dual-degrees,1,BA|BS|bachelor|degrees|majors|minors|programs,1,9,Black Studies Department|Black Studies Department Timeline|Check out the 2023 - 2024 Black Studies Annual Report|Donate to the Black Studies Department General Fund|Donate to the Black Studies Scholarship Fund|Major in Black Studies|Minor in Black Studies|The Black Studies Lecture Series|What Can I Do With A Black Studies Major?,,15,sufficient majors,ok,,0,https://www.collegevine.com/schools/hub/all/d/cuny-city-college/majors,cv_unresolved,0,,African,ethnicity,Black|Blackboard|blackstudies,race,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
190594,CUNY Hunter College,Africana Studies Department,www.hunter.cuny.edu/,New York,New York,Public,Mixed Undergraduate/Graduate-Doctorate Large,"Higher Access, Medium Earnings",Research 2: High Research Spending and Doctorate Production,Undergraduate/Graduate-Doctorate,Mixed,Professions-focused,Large,Primarily non-residential,Doctorate,Not Classified,Not Classified,https://www.hunter.cuny.edu/academics/departments-and-programs,score=472;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=2;ctrlStructured=13;canonicalHub=1;flags=,exceptions_seen,https://www.hunter.cuny.edu/academics/departments-and-programs/|https://www.hunter.cuny.edu/students/academic-planning/majors-minors-and-certificates/degree-maps/|https://www.hunter.cuny.edu/academics/majors-degree-tracks/|https://www.hunter.cuny.edu/academics/majors-degree-tracks|https://www.hunter.cuny.edu/artsci/departments-programs/,1,BA|BS|degrees|majors|minors|programs,1,4,"Africana & Puerto Rican Lat BA (AFPRL-BA)|Africana & Puerto Rican/Latino Studies|Africana, Puerto Rican & Latino Studies|Visit Africana, Puerto Rican and Latino Studies",,15,sufficient majors,ok,,0,https://www.collegevine.com/schools/hub/all/d/cuny-hunter-college/majors,cv_unresolved,0,,Africa|African|Africana|africana,,,,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0
190637,CUNY Lehman College,African and African American Studies Department,www.lehman.edu/,Bronx,New York,Public,Professions-focused Undergraduate/Graduate-Master's Large/Medium,"Opportunity Colleges and Universities-Higher Access, Higher Earnings",Research Colleges and Universities,Undergraduate/Graduate-Master's,Professions-focused,Professions-focused,Medium,"Mostly full-time, not residential",Master's,Not Classified,Not Classified,https://www.lehman.edu/programs,score=383;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=7;ctrlStructured=12;canonicalHub=1;flags=grad,exceptions_seen,https://www.lehman.edu/programs/|http://www.lehman.edu/academics/departments-programs.php|https://www.lehman.edu/academics/departments-programs.php|http://www.lehman.edu/academics/arts-humanities/majors-minors-interdisciplinary-programs/|https://www.lehman.edu/academics/arts-humanities/majors-minors-interdisciplinary-programs/,1,BA|BS|bachelor|degrees|majors|minors|programs,1,4,AFRICANA STUDIES|Africana Studies Minor|Africana Studies' Anne Rice Named HistoryMakers Master Fellow|BA Africana Studies,,14,sufficient majors,ok,,0,https://www.collegevine.com/schools/hub/all/d/cuny-lehman-college/majors,cv_unresolved,0,,AFRICANA|Africa|African|Africana|africana,,Black|Blackboard,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
190655,CUNY New York City College of Technology,African American Studies Department,www.citytech.cuny.edu/,Brooklyn,New York,Public,Professions-focused Baccalaureate Medium,"Higher Access, Medium Earnings",Research Colleges and Universities,Baccalaureate,Professions-focused,N/A,Medium,"Mostly full-time, not residential",Bachelor's,Not Classified,Not Classified,https://www.citytech.cuny.edu/academics/areas-of-study.aspx,score=312;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=4;ctrlStructured=8;canonicalHub=0;flags=,5xx_seen,https://www.citytech.cuny.edu/academics/departments-html/comp-science-minor.html|https://www.citytech.cuny.edu/academics/departments-html/arch-tech.html|https://www.citytech.cuny.edu/academics/departments-html/psychology.html|https://www.citytech.cuny.edu/academics/departments-html/elect-engineer.html|https://www.citytech.cuny.edu/academics/departments-html/history.html,1,bachelor|degrees|majors|minors|programs,1,2,Black Visual Cultures - Minor|Minor in Black Visual Cultures,,8,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/cuny-new-york-city-college-of-technology/majors,cv_unresolved,0,,Africa|African,,Black|black,race,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0
190664,CUNY Queens College,Africana Studies Program,www.qc.cuny.edu/,Queens,New York,Public,Mixed Undergraduate/Graduate-Master's Large/Medium,"Higher Access, Medium Earnings",Research Colleges and Universities,Undergraduate/Graduate-Master's,Mixed,Professions-focused,Large,Primarily non-residential,Master's,Not Classified,Not Classified,https://www.qc.cuny.edu/majors,score=565;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=7;ctrlStructured=15;canonicalHub=1;flags=,exceptions_seen,https://www.qc.cuny.edu/majors/|https://www.qc.cuny.edu/academics/chem/academic-programs/|https://www.qc.cuny.edu/academics/anthropology/majors/|https://www.qc.cuny.edu/academics/economics/majors-in-business-bba/|https://www.qc.cuny.edu/academics/economics,1,BA|BS|bachelor|degrees|majors|minors|programs,1,7,"Africana Studies|Africana Studies (BA) with a concentration in Africa, Caribbean, or African American Studies.|Bachelor of Arts (BA), with a concentration in Africa, Caribbean, or African American Studies|Blackstone LaunchPad|Center for Ethnic, Racial and Religous Understanding|Welcome to the Africana Studies Program|the Africana Studies Program",,15,sufficient majors,ok,,0,https://www.collegevine.com/schools/hub/all/d/cuny-queens-college/majors,cv_unresolved,0,,Africa|African|Africana|africana,Ethnic,BLACKSTONE|Black|Blackstone,Racial,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1
182670,Dartmouth College,African and American Studies Program,dartmouth.edu/,Hanover,New Hampshire,Private not-for-profit,Mixed Undergraduate/Graduate-Doctorate Medium,"Lower Access, Higher Earnings",Research 1: Very High Research Spending and Doctorate Production,Undergraduate/Graduate-Doctorate,Mixed,Professions-focused,Medium,Highly residential,Doctorate,Not Classified,Not Classified,https://dartmouth.edu/,score=132;tier=homepage;hubSig=0;listingLinks=0;slugDiv=0;structHits=4;ctrlStructured=13;canonicalHub=0;flags=,exceptions_seen,https://dartmouth.edu/|http://www.dartmouth.edu/|https://www.tuck.dartmouth.edu|https://www.tuck.dartmouth.edu/|https://www.dartmouth.edu/reg/,1,degrees|majors|minors|programs,1,4,"African & African American Studies|African & African American Studies Image|African and African American Studies Department|Tuck Europe, Middle East, and Africa (EMEA) Council",,14,sufficient majors,ok,,1,https://www.collegevine.com/schools/hub/all/d/dartmouth-college/majors,passed_ctrl_thresh,1,African-American/Black Studies,Africa|African,ethnicity,Black|Blackstone,Racial|race,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0
202523,Denison University,Black Studies Program,www.denison.edu/,Granville,Ohio,Private not-for-profit,Special Focus: Arts and Sciences,"Lower Access, Higher Earnings","Not classified, not in classification universe",Baccalaureate,Special Focus: Arts and Sciences,N/A,Small,Highly residential,Bachelor's,Classified,Not Classified,https://www.denison.edu/catalog,score=244;tier=catalog;hubSig=0;listingLinks=0;slugDiv=0;structHits=4;ctrlStructured=1;canonicalHub=0;flags=yearHit,403_forbidden_seen,https://www.denison.edu/catalog/|https://www.denison.edu/academics/curriculum/degrees-offered-graduation-requirements|https://www.denison.edu/academics/biology|https://www.denison.edu/academics|https://www.denison.edu/academics/pre-medicine-health,1,BA|BS|bachelor|degrees|majors|minors|programs,1,0,,,4,warning_10_MajorsFound,ok,,1,https://www.collegevine.com/schools/hub/all/d/denison-university/majors,passed_ctrl_thresh,1,African-American/Black Studies,,,,,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
144740,DePaul University,Africa and Black Diaspora Studies Program,www.depaul.edu/,Chicago,Illinois,Private not-for-profit,Professions-focused Undergraduate/Graduate-Doctorate Large,"Opportunity Colleges and Universities-Higher Access, Higher Earnings",Research 2: High Research Spending and Doctorate Production,Undergraduate/Graduate-Doctorate,Professions-focused,Professions-focused,Large,Residential,Doctorate,Classified,Not Classified,https://www.depaul.edu/academics/programs/,score=616;tier=inventory;hubSig=2;listingLinks=15;slugDiv=15;structHits=3;ctrlStructured=4;canonicalHub=1;flags=,exceptions_seen,https://www.depaul.edu/academics/programs|https://catalog.depaul.edu/|https://www.depaul.edu/academics/undergraduate-majors|https://www.depaul.edu/admission/undergraduate-admission/visit-depaul-undergraduate|https://www.depaul.edu/tuition-and-aid,1,BA|degrees|majors|programs,1,2,African &​ Black Diaspora Studies (ABD)|Critical Ethnic Studies (CES),,16,sufficient majors,ok,,1,https://www.collegevine.com/schools/hub/all/d/depaul-university/majors,passed_ctrl_thresh,1,African-American/Black Studies,African,Ethnic,Black|BlackHeading|BlackTitle|Blacktitle,,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
150400,DePauw University,Black Studies Program,www.depauw.edu/,Greencastle,Indiana,Private not-for-profit,Special Focus: Arts and Sciences,"Lower Access, Higher Earnings","Not classified, not in classification universe",Baccalaureate,Special Focus: Arts and Sciences,N/A,Small,Highly residential,Bachelor's,Not Classified,Not Classified,https://www.depauw.edu/academics/majors-and-minors/,score=393;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=5;ctrlStructured=17;canonicalHub=0;flags=,exceptions_seen,https://www.depauw.edu/academics/majors-and-minors/about-africana-studies/|https://www.depauw.edu/academics/majors-and-minors/about-computer-science/|https://www.depauw.edu/academics/majors-and-minors/about-environmental-geoscience/|https://www.depauw.edu/academics/majors-and-minors/about-geology/|https://www.depauw.edu/academics/majors-and-minors/business-analytics/,1,BA|bachelor|degrees|majors|minors|programs,1,5,About Africana Studies|Africana Studies|Africana Studies Major Minor|Student talking with Leslie James Africana Studies Major Minor|Studying Africana Studies at DePauw,,17,sufficient majors,ok,,1,https://www.collegevine.com/schools/hub/all/d/depauw-university/majors,passed_ctrl_thresh,1,African-American/Black Studies,African|Africana,ethnic,black,race,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
212009,Dickinson College,Africana Studies Program,www.dickinson.edu/,Carlisle,Pennsylvania,Private not-for-profit,Special Focus: Arts and Sciences,"Lower Access, Higher Earnings","Not classified, not in classification universe",Baccalaureate,Special Focus: Arts and Sciences,Professions-focused,Small,Highly residential,Bachelor's,Classified,Not Classified,https://www.dickinson.edu/academics/programs/,score=476;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=2;ctrlStructured=14;canonicalHub=1;flags=,exceptions_seen,https://www.dickinson.edu/majors|https://www.dickinson.edu/majors/|https://www.dickinson.edu/academics/programs|https://www.dickinson.edu/bulletin/|https://www.dickinson.edu/bulletin,1,degrees|majors|programs,1,5,"Africana Studies|Africana Studies Overview|Africana Studies Senior Presentations|Africana Studies Senior Research Symposium Event|Read More - Honoring the Past, Empowering the Future: Dickinson Marks Milestone in Africana Studies Program",,14,sufficient majors,ok,,1,https://www.collegevine.com/schools/hub/all/d/dickinson-college/majors,passed_ctrl_thresh,1,African Studies,Africa|African|Africana,Ethnicity|ethnicity,Black|Black-Palestinian|Blackprint|black,Race|race|racial,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
184348,Drew University,Pan African Studies Program,www.drew.edu/,Madison,New Jersey,Private not-for-profit,Mixed Undergraduate/Graduate-Doctorate Small,"Lower Access, Medium Earnings","Not classified, not in classification universe",Undergraduate/Graduate-Doctorate,Mixed,Special Focus:  Theological Studies,Small,Highly residential,Doctorate,Classified,Not Classified,https://www.drew.edu/programs,score=389;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=6;ctrlStructured=16;canonicalHub=1;flags=grad,429_rate_limited_seen,https://www.drew.edu/majors|https://www.drew.edu/majors/|https://www.drew.edu/programs/|https://www.drew.edu/catalog/|https://www.drew.edu/catalog,1,BA|BS|degrees|majors|minors|programs,1,3,Africana Studies|Healthcare and Human Development in South Africa|Psychology of Group Conflict and Reconciliation in South Africa,,16,sufficient majors,ok,,1,https://www.collegevine.com/schools/hub/all/d/drew-university/majors,passed_ctrl_thresh,1,African-American/Black Studies,Africa|Africana,,,,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
198419,Duke University,Africa and African American Studies Department,www.duke.edu/,Durham,North Carolina,Private not-for-profit,Mixed Undergraduate/Graduate-Doctorate Medium,"Lower Access, Higher Earnings",Research 1: Very High Research Spending and Doctorate Production,Undergraduate/Graduate-Doctorate,Mixed,Professions-focused,Medium,Highly residential,Doctorate,Classified,Not Classified,https://www.duke.edu/academics/,score=84;tier=other;hubSig=0;listingLinks=0;slugDiv=0;structHits=4;ctrlStructured=1;canonicalHub=0;flags=,exceptions_seen,https://www.duke.edu/research/|https://www.duke.edu/|https://www.duke.edu/|https://www.duke.edu/campus-life/|https://www.duke.edu/contact/,1,degrees|majors|minors|programs,1,0,,,3,warning_10_MajorsFound,ok,,1,https://www.collegevine.com/schools/hub/all/d/duke-university/majors,passed_ctrl_thresh,1,African Studies,,,Black,,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
150455,Earlham College,African and African American Studies Program,earlham.edu/,Richmond,Indiana,Private not-for-profit,Special Focus: Arts and Sciences,"Lower Access, Medium Earnings","Not classified, not in classification universe",Baccalaureate,Special Focus: Arts and Sciences,Special Focus:  Theological Studies,Small,Highly residential,Bachelor's,Not Classified,Not Classified,https://earlham.edu/academics/programs/,score=516;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=6;ctrlStructured=14;canonicalHub=1;flags=,429_rate_limited_seen,https://earlham.edu/programs|https://earlham.edu/academics/majors-minors/|https://earlham.edu/academics/programs|https://earlham.edu/programs/|https://earlham.edu/academics/majors-minors,1,BA|bachelor|degrees|majors|minors|programs,1,1,African and African American Studies,,14,sufficient majors,ok,,1,https://www.collegevine.com/schools/hub/all/d/earlham-college/majors,passed_ctrl_thresh,1,African-American/Black Studies,African,,,race,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1
198464,East Carolina University,Africa and African American Studies Program,www.ecu.edu/,Greenville,North Carolina,Public,Professions-focused Undergraduate/Graduate-Doctorate Large,"Lower Access, Higher Earnings",Research 1: Very High Research Spending and Doctorate Production,Undergraduate/Graduate-Doctorate,Professions-focused,Professions-focused,Large,Residential,Doctorate,Classified,Classified,https://www.ecu.edu/academics/majors/,score=496;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=4;ctrlStructured=14;canonicalHub=1;flags=,exceptions_seen,https://www.ecu.edu/academics/programs|https://www.ecu.edu/academics/majors-minors/|https://www.ecu.edu/academics/programs/|https://www.ecu.edu/academics/majors-minors|https://www.ecu.edu/academics/majors,1,degrees|majors|minors|programs,1,0,,,14,sufficient majors,ok,,1,https://www.collegevine.com/schools/hub/all/d/east-carolina-university/majors,passed_ctrl_thresh,1,African-American/Black Studies,,,,,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
220075,East Tennessee State University,African and African American Studies Program,www.etsu.edu/,Johnson City,Tennessee,Public,Professions-focused Undergraduate/Graduate-Doctorate Medium,"Higher Access, Medium Earnings",Research 2: High Research Spending and Doctorate Production,Undergraduate/Graduate-Doctorate,Professions-focused,Professions-focused,Medium,Primarily residential,Doctorate,Not Classified,Not Classified,https://www.etsu.edu/ehome/majors/bachelors/default.php,score=413;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=7;ctrlStructured=17;canonicalHub=0;flags=,exceptions_seen,https://www.etsu.edu/ehome/majors/bachelors/|https://www.etsu.edu/ehome/majors/|https://www.etsu.edu/ehome/majors/graduate/|https://www.etsu.edu/ehome/majors/graduate/default.php|https://www.etsu.edu/ehome/acadresearch/default.php,1,BA|BS|bachelor|degrees|majors|minors|programs,1,1,Black American Studies Minor,,18,sufficient majors,ok,,1,https://www.collegevine.com/schools/hub/all/d/east-tennessee-state-university/majors,passed_ctrl_thresh,0,,,ethnicity,Black,race,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
144892,Eastern Illinois University,Africana Studies Program,www.eiu.edu/,Charleston,Illinois,Public,Mixed Undergraduate/Graduate-Master's Large/Medium,"Opportunity Colleges and Universities-Higher Access, Higher Earnings","Not classified, not in classification universe",Undergraduate/Graduate-Master's,Mixed,Professions-focused,Medium,Highly residential,Master's,Not Classified,Not Classified,https://www.eiu.edu/majors/list.php,score=675;tier=inventory;hubSig=4;listingLinks=340;slugDiv=2;structHits=6;ctrlStructured=15;canonicalHub=0;flags=,exceptions_seen,https://www.eiu.edu/majors|https://www.eiu.edu/majors/|https://www.eiu.edu/apps/majors_minors/include/show_file.php?id=141&type=plan|https://www.eiu.edu/apps/majors_minors/include/show_file.php?id=160&type=plan|https://www.eiu.edu/apps/majors_minors/include/show_file.php?id=27&type=plan,1,BA|BS|bachelor|degrees|majors|minors|programs,1,1,Africana Studies,,15,sufficient majors,ok,,0,https://www.collegevine.com/schools/hub/all/d/eastern-illinois-university/majors,cv_unresolved,0,,Africa|African|Africana|african|africana|africology,ethnic|ethnicity,Black|black,race,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
156620,Eastern Kentucky University,African/African‐American Studies Program,www.eku.edu/,Richmond,Kentucky,Public,Professions-focused Undergraduate/Graduate-Master's Large/Medium,"Opportunity Colleges and Universities-Higher Access, Higher Earnings","Not classified, not in classification universe",Undergraduate/Graduate-Master's,Professions-focused,Professions-focused,Medium,Residential,Doctorate,Classified,Not Classified,https://www.eku.edu/majors,score=502;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=5;ctrlStructured=13;canonicalHub=1;flags=,exceptions_seen,https://www.eku.edu/minor-options/|https://www.eku.edu/majors/|https://www.eku.edu/programs/?query-10-page=2|https://www.eku.edu/programs/?query-10-page=2&cst|https://www.eku.edu/programs/?query-10-page=3,1,bachelor|degrees|majors|minors|programs,1,3,"African and African American Studies|African and African American Studies, Minor|Minor in African & African American Studies",,14,sufficient majors,ok,,0,https://www.collegevine.com/schools/hub/all/d/eastern-kentucky-university/majors,cv_unresolved,0,,African|african,,,,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0
169798,Eastern Michigan University,Africology and African American Studies Department,www.emich.edu/,Ypsilanti,Michigan,Public,Professions-focused Undergraduate/Graduate-Master's Large/Medium,"Higher Access, Medium Earnings",Research 2: High Research Spending and Doctorate Production,Undergraduate/Graduate-Master's,Professions-focused,Professions-focused,Medium,Residential,Doctorate,Classified,Not Classified,https://catalog.emich.edu/,score=50;tier=homepage;hubSig=0;listingLinks=0;slugDiv=0;structHits=1;ctrlStructured=0;canonicalHub=0;flags=,403_forbidden_seen,,0,programs,1,0,,,0,warning_10_MajorsFound,ok,,1,https://www.collegevine.com/schools/hub/all/d/eastern-michigan-university/majors,passed_ctrl_thresh,1,African-American/Black Studies,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235097,Eastern Washington University,Africana Education Program,www.ewu.edu/,Cheney,Washington,Public,Mixed Undergraduate/Graduate-Doctorate Medium,"Opportunity Colleges and Universities-Higher Access, Higher Earnings",Research Colleges and Universities,Undergraduate/Graduate-Doctorate,Mixed,Professions-focused,Medium,Residential,Doctorate,Not Classified,Not Classified,https://catalog.ewu.edu/,score=156;tier=homepage;hubSig=0;listingLinks=0;slugDiv=0;structHits=6;ctrlStructured=14;canonicalHub=0;flags=,exceptions_seen,https://www.ewu.edu/academics/programs/|https://www.ewu.edu/programs|https://www.ewu.edu/academics/programs|https://www.ewu.edu/academics/majors-minors/|https://www.ewu.edu/majors-minors/,1,BA|BS|degrees|majors|minors|programs,1,3,Africana Studies|BA-Interdisciplinary Studies: Africana Studies|Minor-Africana Studies,,14,sufficient majors,ok,,1,https://www.collegevine.com/schools/hub/all/d/eastern-washington-university/majors,passed_ctrl_thresh,1,Ethnic Studies,Africana,,,,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
144962,Elmhurst University,Intercultural Studies Program,www.elmhurst.edu/,Elmhurst,Illinois,Private not-for-profit,Professions-focused Undergraduate/Graduate-Master's Small,"Higher Access, Medium Earnings","Not classified, not in classification universe",Undergraduate/Graduate-Master's,Professions-focused,Professions-focused,Small,Primarily residential,Master's,Not Classified,Not Classified,https://www.elmhurst.edu/academics/majors/,score=952;tier=inventory;hubSig=5;listingLinks=138;slugDiv=85;structHits=4;ctrlStructured=13;canonicalHub=1;flags=,429_rate_limited_seen,https://www.elmhurst.edu/majors|https://www.elmhurst.edu/majors/|https://www.elmhurst.edu/academics/majors|https://www.elmhurst.edu/programs/|https://www.elmhurst.edu/programs,1,degrees|majors|minors|programs,1,1,Race & Ethnic Studies,,13,sufficient majors,ok,,1,https://www.collegevine.com/schools/hub/all/d/elmhurst-university/majors,passed_ctrl_thresh,0,,,Ethnic|ethnic,,Race,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
198516,Elon University,Africa and African American Studies Program,www.elon.edu/,Elon,North Carolina,Private not-for-profit,Professions-focused Undergraduate/Graduate-Doctorate Medium,"Lower Access, Higher Earnings",Research Colleges and Universities,Undergraduate/Graduate-Doctorate,Professions-focused,Professions-focused,Medium,Highly residential,Doctorate,Classified,Not Classified,https://www.elon.edu/u/academics/arts-and-sciences/music/majors-minors/music-production/,score=640;tier=inventory;hubSig=4;listingLinks=25;slugDiv=4;structHits=6;ctrlStructured=0;canonicalHub=0;flags=,exceptions_seen,https://www.elon.edu/u/academics/arts-and-sciences/music/majors-minors/music-in-liberal-arts/|https://www.elon.edu/u/academics/arts-and-sciences/majors-minors-programs/|https://www.elon.edu/u/academics/majors-minors-programs/|https://www.elon.edu/u/academics/arts-and-sciences/music/majors-minors/music-education/|https://www.elon.edu/u/academics/arts-and-sciences/music/majors-minors/music-performance/,1,BA|BS|bachelor|degrees|majors|minors|programs,1,2,African & African-American Studies|African & African-American Studies Minor (opens a new window),,15,sufficient majors,ok,,1,https://www.collegevine.com/schools/hub/all/d/elon-university/majors,passed_ctrl_thresh,0,,African,,Black,,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
139658,Emory University,African American Studies Department,www.emory.edu/,Atlanta,Georgia,Private not-for-profit,Mixed Undergraduate/Graduate-Doctorate Medium,"Lower Access, Higher Earnings",Research 1: Very High Research Spending and Doctorate Production,Undergraduate/Graduate-Doctorate,Mixed,Professions-focused,Medium,Highly residential,Doctorate,Classified,Not Classified,https://www.emory.edu/majors,score=542;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=7;ctrlStructured=18;canonicalHub=1;flags=,exceptions_seen,https://www.emory.edu/majors-minors|https://www.emory.edu/majors-minors/|https://www.emory.edu/majors/|https://www.emory.edu/undergraduate/majors/|https://www.emory.edu/undergraduate/majors,1,BA|BS|bachelor|degrees|majors|minors|programs,1,3,African American Studies|African Studies|Black Church Studies,,18,sufficient majors,ok,,1,https://www.collegevine.com/schools/hub/all/d/emory-university/majors,passed_ctrl_thresh,2,African Studies|African-American/Black Studies,Africa|African,ethnicities,Black|black,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
